,a,c,h,k,n,s,t,z
19218,262014.0,1047748.0,376273.0,6670.0,1073171.0,610015.0,36634.0,989282.0
19219,268555.0,1215778.0,348941.0,4156.0,1479510.0,845692.0,26641.0,419337.0
19220,287948.0,1543334.0,248040.0,3370.0,1381929.0,1987855.0,20777.0,224875.0
19221,295486.0,1558697.0,105360.0,3520.0,780400.0,478447.0,15243.0,156704.0
19222,269995.0,933452.0,32447.0,5907.0,203874.0,146097.0,12367.0,195052.0
19223,240422.0,199176.0,10261.0,11315.0,52224.0,40330.0,17753.0,374343.0
19224,185020.0,160234.0,5207.0,26526.0,17415.0,17861.0,25230.0,1131842.0
19225,150582.0,106127.0,5277.0,37200.0,7345.0,9846.0,41247.0,3145030.0
19226,134983.0,93776.0,7360.0,46816.0,2975.0,8148.0,71685.0,5344061.0
19227,124851.0,98825.0,15157.0,38599.0,3890.0,11053.0,97624.0,7298622.0
19228,117818.0,111749.0,32046.0,58187.0,5428.0,23017.0,129221.0,5719715.0
19229,127103.0,158057.0,78043.0,67028.0,19986.0,49294.0,141270.0,7217990.0
19230,148033.0,247836.0,148393.0,83037.0,79962.0,124248.0,183431.0,8820256.0
19231,173763.0,419445.0,225440.0,91385.0,271833.0,238173.0,227781.0,9062631.0
19232,199573.0,633478.0,297148.0,89301.0,398862.0,303200.0,266774.0,9158214.0
19233,215583.0,665928.0,345017.0,64105.0,588117.0,364238.0,343204.0,7180803.0
19234,244230.0,683160.0,395842.0,91042.0,604091.0,442953.0,435079.0,4791697.0
19235,262649.0,802488.0,463216.0,94086.0,671853.0,527181.0,501035.0,5826194.0
19236,266378.0,944302.0,501296.0,108758.0,673988.0,652434.0,572706.0,8164863.0
19237,266599.0,952855.0,528476.0,117364.0,738787.0,733531.0,651491.0,12492275.0
19238,270348.0,890615.0,565351.0,100371.0,720340.0,538731.0,496919.0,13421806.0
19239,251641.0,887023.0,563554.0,134905.0,597925.0,470320.0,247165.0,10543880.0
19240,241604.0,755806.0,486313.0,414949.0,619382.0,447906.0,112984.0,5195783.0
19241,247811.0,874016.0,393185.0,360528.0,813782.0,571370.0,48185.0,2152522.0
19242,261084.0,996599.0,330104.0,289434.0,1242005.0,1000437.0,25511.0,855947.0
19243,272345.0,1093034.0,350649.0,244319.0,1747752.0,1169805.0,21164.0,404286.0
19244,286962.0,907119.0,293778.0,290211.0,1992616.0,793334.0,19176.0,255984.0
19245,294003.0,693981.0,130365.0,264921.0,925523.0,494397.0,20578.0,179291.0
19246,272295.0,322880.0,39066.0,289734.0,191545.0,214274.0,17903.0,210741.0
19247,230507.0,240438.0,13827.0,173907.0,84431.0,48126.0,19363.0,392498.0
19248,192130.0,113889.0,6637.0,160827.0,22612.0,23773.0,35450.0,1157219.0
19249,156404.0,122936.0,8637.0,130402.0,20399.0,15603.0,68094.0,3270411.0
19250,136429.0,107936.0,13682.0,52869.0,5000.0,17188.0,158681.0,5722100.0
19251,125280.0,114116.0,17299.0,41494.0,3605.0,25987.0,163879.0,7603796.0
19252,122911.0,149859.0,40365.0,91581.0,8464.0,59233.0,161750.0,5772735.0
19253,133573.0,184324.0,102848.0,93658.0,34050.0,86988.0,132201.0,7054767.0
19254,157335.0,434380.0,188308.0,83866.0,131919.0,183864.0,270037.0,8736379.0
19255,185054.0,616296.0,291312.0,94885.0,350675.0,318625.0,298251.0,9176004.0
19256,207781.0,856153.0,347140.0,87839.0,474172.0,377734.0,267021.0,9818565.0
19257,223984.0,824626.0,412660.0,69268.0,615216.0,436764.0,323214.0,7680303.0
19258,248475.0,921680.0,485018.0,73246.0,679275.0,512308.0,449484.0,5058799.0
19259,263419.0,896825.0,506110.0,83998.0,711949.0,504407.0,562621.0,5936719.0
19260,269719.0,1163273.0,573626.0,117170.0,774237.0,570911.0,764486.0,8719274.0
19261,265919.0,1376831.0,563362.0,112745.0,757102.0,607268.0,786356.0,12312733.0
19262,263962.0,1780036.0,580429.0,99353.0,796127.0,588702.0,544835.0,13698596.0
19263,257158.0,1464639.0,599427.0,52350.0,570609.0,506684.0,261846.0,11445372.0
19264,243021.0,1250507.0,558440.0,22494.0,592036.0,511085.0,109987.0,5963333.0
19265,250520.0,1446646.0,431734.0,12264.0,826896.0,525986.0,48220.0,2505840.0
19266,264607.0,1718201.0,414359.0,12047.0,1147135.0,1223157.0,25441.0,1039661.0
19267,281485.0,2347743.0,354110.0,5327.0,1528423.0,788922.0,24759.0,511943.0
19268,285814.0,1007191.0,259537.0,3590.0,1665013.0,635019.0,20399.0,290487.0
19269,286969.0,918601.0,144680.0,6122.0,784773.0,388333.0,20617.0,226055.0
19270,270088.0,407214.0,33314.0,7521.0,143460.0,148703.0,17876.0,270484.0
19271,230584.0,188319.0,12407.0,12800.0,31430.0,48690.0,21629.0,490671.0
19272,189977.0,98548.0,6558.0,26683.0,11765.0,21814.0,29063.0,1333999.0
19273,152026.0,87472.0,6365.0,38437.0,10860.0,13731.0,58657.0,3550054.0
19274,129780.0,61279.0,7802.0,45137.0,11199.0,9808.0,154133.0,5892595.0
19275,125546.0,77891.0,18543.0,37975.0,3346.0,9625.0,189622.0,7070590.0
19276,116178.0,189625.0,40594.0,65552.0,8840.0,16970.0,173017.0,5597848.0
19277,131220.0,332002.0,93919.0,77518.0,28144.0,50957.0,124861.0,7083006.0
19278,158937.0,453516.0,170867.0,87473.0,114248.0,162026.0,239673.0,8530060.0
19279,198374.0,607872.0,255384.0,97158.0,374042.0,297769.0,245944.0,8829958.0
19280,219908.0,844265.0,316409.0,120604.0,552005.0,331590.0,219585.0,9006163.0
19281,227946.0,777474.0,382382.0,77408.0,815573.0,499786.0,260030.0,7457096.0
19282,254217.0,740545.0,438913.0,72474.0,786558.0,618445.0,356098.0,4480694.0
19283,270855.0,911944.0,495863.0,82830.0,855094.0,506389.0,511006.0,4979801.0
19284,279328.0,850967.0,512589.0,84921.0,767401.0,654304.0,625778.0,7674841.0
19285,277418.0,989622.0,532921.0,126741.0,712236.0,505008.0,709448.0,11307200.0
19286,274854.0,999016.0,537112.0,99856.0,762603.0,484752.0,512381.0,12689249.0
19287,261659.0,779308.0,554494.0,53275.0,523765.0,462040.0,243333.0,10502261.0
19288,244273.0,712964.0,503391.0,27000.0,491212.0,410834.0,100638.0,5574567.0
19289,249889.0,765344.0,441879.0,12343.0,679255.0,529607.0,46948.0,2454010.0
19290,256813.0,1176079.0,353106.0,8679.0,1034448.0,562609.0,31929.0,1059419.0
19291,269569.0,1446736.0,336785.0,5177.0,2013902.0,781665.0,20564.0,494671.0
19292,282387.0,1223218.0,237402.0,4261.0,1436136.0,754693.0,18115.0,311143.0
19293,280878.0,623278.0,102068.0,9557.0,608143.0,332145.0,16804.0,215829.0
19294,265485.0,281690.0,52050.0,13270.0,155598.0,111907.0,13323.0,251995.0
19295,220720.0,143677.0,16671.0,15044.0,30617.0,30653.0,18489.0,464451.0
19296,183621.0,133512.0,5964.0,25325.0,8725.0,12855.0,28462.0,1279978.0
19297,147296.0,96938.0,5182.0,35235.0,3440.0,7906.0,50478.0,3499142.0
19298,123215.0,88135.0,13155.0,42966.0,1990.0,8141.0,144958.0,5739798.0
19299,110842.0,95391.0,15218.0,36392.0,2001.0,6199.0,140325.0,7011650.0
19300,115088.0,151496.0,36911.0,57354.0,7264.0,14343.0,128572.0,5561835.0
19301,126128.0,179810.0,88584.0,70309.0,22916.0,37944.0,115319.0,7077411.0
19302,148387.0,268640.0,168375.0,73631.0,93830.0,109118.0,212729.0,9143784.0
19303,177438.0,351631.0,255613.0,277713.0,246178.0,234992.0,216357.0,9365456.0
19304,202030.0,470082.0,332006.0,390578.0,341187.0,275174.0,191609.0,9569157.0
19305,221798.0,595016.0,364887.0,320158.0,489216.0,329815.0,223364.0,7564854.0
19306,248337.0,669628.0,372278.0,356972.0,443902.0,365662.0,300099.0,4682167.0
19307,261668.0,667354.0,470724.0,300193.0,523076.0,414598.0,391826.0,5443750.0
19308,268344.0,747575.0,454200.0,381173.0,506617.0,429742.0,524792.0,8199342.0
19309,258580.0,887436.0,479994.0,476079.0,504046.0,511343.0,602237.0,13658509.0
19310,265940.0,1046952.0,485175.0,405179.0,463184.0,411052.0,495445.0,18970813.0
19311,267181.0,898793.0,492874.0,337572.0,365196.0,400371.0,272518.0,15684123.0
19312,261182.0,770243.0,418345.0,215211.0,379929.0,375643.0,99515.0,8357685.0
19313,260739.0,761622.0,369019.0,192983.0,549836.0,422732.0,40543.0,3471879.0
19314,265539.0,879964.0,287203.0,170074.0,887817.0,526786.0,23606.0,1427533.0
19315,282381.0,915091.0,302516.0,128621.0,1240860.0,680618.0,16812.0,654198.0
19316,297939.0,697245.0,237769.0,116631.0,1189785.0,691892.0,14574.0,412840.0
19317,302084.0,464130.0,96500.0,27186.0,556106.0,335454.0,15942.0,288920.0
19318,283939.0,226397.0,31872.0,18939.0,158447.0,105946.0,15787.0,344142.0
19319,238710.0,124139.0,8711.0,15424.0,29965.0,26263.0,17912.0,673826.0
19320,207200.0,73912.0,5793.0,24853.0,8683.0,11985.0,25804.0,1940174.0
19321,159238.0,55320.0,5227.0,33313.0,3131.0,6356.0,53569.0,4902112.0
19322,137581.0,67500.0,7716.0,45400.0,3030.0,4762.0,129951.0,7943628.0
19323,115667.0,58796.0,12869.0,29663.0,2038.0,5182.0,126994.0,9403938.0
19324,109831.0,78723.0,31551.0,49374.0,4370.0,11967.0,116182.0,7649237.0
19325,112416.0,156503.0,65303.0,60739.0,19638.0,31513.0,78815.0,10198929.0
19326,133956.0,286722.0,133519.0,67733.0,85705.0,99758.0,163855.0,10848735.0
19327,158218.0,392757.0,191667.0,77135.0,221474.0,205886.0,177944.0,10317289.0
19328,182495.0,456615.0,259548.0,67466.0,338666.0,263195.0,123450.0,9861989.0
19329,197202.0,659959.0,299156.0,47591.0,443943.0,311320.0,155804.0,7183644.0
19330,234923.0,743097.0,355883.0,48551.0,486736.0,310153.0,292218.0,5003116.0
19331,279571.0,656866.0,377527.0,51159.0,574559.0,350923.0,128968.0,4934279.0
19332,278941.0,661363.0,417810.0,67407.0,587520.0,358386.0,173113.0,7137986.0
19333,275388.0,545666.0,492370.0,64057.0,533596.0,358028.0,227785.0,12370965.0
19334,279739.0,597265.0,467937.0,62136.0,474092.0,361293.0,230726.0,12833245.0
19335,265795.0,555584.0,506060.0,41864.0,397803.0,365241.0,145914.0,12078586.0
19336,248173.0,699019.0,392851.0,20430.0,400933.0,355020.0,74336.0,7207773.0
19337,256655.0,755479.0,318781.0,9220.0,578899.0,383770.0,37702.0,3391314.0
19338,271785.0,924257.0,260652.0,5097.0,820922.0,466427.0,19895.0,1445625.0
19339,275957.0,781270.0,239933.0,3165.0,1161111.0,857902.0,13560.0,622523.0
19340,292149.0,893704.0,204339.0,2674.0,1196456.0,933159.0,11893.0,355033.0
19341,295067.0,772190.0,81676.0,2952.0,711802.0,538522.0,10304.0,270026.0
19342,279903.0,256962.0,33259.0,3572.0,185101.0,145504.0,7591.0,273075.0
19343,248754.0,163200.0,9868.0,6886.0,42356.0,31274.0,8560.0,470973.0
19344,201109.0,96085.0,6491.0,13366.0,8737.0,10359.0,14154.0,1020897.0
19345,156302.0,87128.0,5042.0,21588.0,3118.0,5091.0,25964.0,2177434.0
19346,133620.0,106257.0,5963.0,30562.0,1967.0,5151.0,48612.0,3760336.0
19347,113426.0,66416.0,11665.0,33687.0,1471.0,4473.0,78414.0,5043433.0
19348,107348.0,95452.0,25321.0,41473.0,2623.0,7927.0,88149.0,5191232.0
19349,113792.0,135696.0,55623.0,45078.0,10285.0,21206.0,89583.0,5820601.0
19350,135808.0,324099.0,105828.0,49779.0,47417.0,66665.0,126118.0,6359072.0
19351,161405.0,288533.0,204205.0,56594.0,128666.0,139785.0,125957.0,6120377.0
19352,189293.0,378513.0,229622.0,53243.0,213167.0,300559.0,140889.0,6016365.0
19353,212638.0,470761.0,258333.0,49055.0,300288.0,225219.0,169955.0,5128655.0
19354,248921.0,1197821.0,307017.0,59763.0,303977.0,239642.0,148317.0,4245196.0
19355,267843.0,879827.0,321202.0,66587.0,322158.0,265417.0,136434.0,5166340.0
19356,275566.0,470761.0,332949.0,69952.0,319535.0,293046.0,172185.0,7308165.0
19357,269729.0,506032.0,382077.0,85618.0,435326.0,337249.0,231594.0,10605032.0
19358,273539.0,642449.0,413847.0,71250.0,471579.0,361974.0,229615.0,13372720.0
19359,266237.0,575566.0,411974.0,51401.0,422174.0,356306.0,173778.0,13480698.0
19360,247154.0,632036.0,409217.0,27565.0,422189.0,346707.0,95437.0,8581874.0
19361,253743.0,649489.0,373032.0,13576.0,551910.0,394694.0,47025.0,3896648.0
19362,270886.0,730574.0,393035.0,6693.0,1011127.0,582244.0,31575.0,1544073.0
19363,276139.0,847027.0,402968.0,3986.0,1440696.0,646317.0,20533.0,612764.0
19364,293578.0,712369.0,326481.0,3012.0,1494870.0,650892.0,20866.0,307652.0
19365,306600.0,573844.0,175959.0,3371.0,811254.0,428146.0,15304.0,195590.0
19366,281772.0,288399.0,64724.0,4360.0,249824.0,174662.0,12955.0,201787.0
19367,235149.0,119543.0,17665.0,11081.0,53629.0,47804.0,14386.0,367406.0
19368,191117.0,142245.0,6776.0,14244.0,12945.0,13833.0,20237.0,1075527.0
19369,149875.0,208262.0,5519.0,21864.0,4889.0,5740.0,36768.0,2101584.0
19370,130633.0,137366.0,8920.0,30716.0,3211.0,4941.0,70363.0,3831416.0
19371,114476.0,77778.0,15054.0,36254.0,2231.0,4765.0,125902.0,4903276.0
19372,115216.0,71289.0,39128.0,46171.0,2492.0,9729.0,145907.0,5286061.0
19373,124587.0,103700.0,91889.0,48895.0,8916.0,24046.0,158612.0,7454418.0
19374,144631.0,144620.0,190216.0,56076.0,49518.0,78580.0,221288.0,7563198.0
19375,173004.0,259487.0,281230.0,68607.0,188495.0,201145.0,239784.0,7296213.0
19376,199552.0,304814.0,377908.0,61482.0,409725.0,335882.0,240259.0,7413687.0
19377,219697.0,359263.0,671362.0,60200.0,619229.0,417124.0,268347.0,6250490.0
19378,243932.0,399690.0,734787.0,81641.0,711152.0,482455.0,255451.0,6332913.0
19379,264359.0,601599.0,848449.0,86990.0,762427.0,501152.0,257643.0,6894565.0
19380,271559.0,849983.0,825985.0,97388.0,669473.0,524199.0,322129.0,10322196.0
19381,271791.0,839698.0,862544.0,117227.0,801526.0,588444.0,417041.0,14738942.0
19382,275764.0,874217.0,1148251.0,109603.0,908007.0,652085.0,389567.0,16855367.0
19383,266563.0,891338.0,628419.0,56907.0,777674.0,731022.0,232340.0,15414275.0
19384,253714.0,911738.0,538197.0,26377.0,881914.0,628883.0,106209.0,7549079.0
19385,257912.0,867625.0,468456.0,12089.0,1187256.0,663096.0,48074.0,3102199.0
19386,272828.0,978168.0,423523.0,5217.0,1368867.0,875428.0,28669.0,1195399.0
19387,287252.0,1238046.0,405991.0,3315.0,1881272.0,1038941.0,20235.0,499289.0
19388,300943.0,1316620.0,311534.0,2284.0,1480478.0,883973.0,16102.0,284956.0
19389,300019.0,1056523.0,128867.0,3069.0,686690.0,500233.0,13730.0,233542.0
19390,282331.0,440760.0,36524.0,5708.0,172180.0,134843.0,11778.0,245731.0
19391,241473.0,173932.0,9477.0,10505.0,37600.0,35177.0,13669.0,587225.0
19392,194791.0,113181.0,6045.0,20074.0,9494.0,13218.0,21537.0,1160897.0
19393,148595.0,74466.0,4204.0,31569.0,3677.0,6466.0,41767.0,3336918.0
19394,126593.0,70103.0,6792.0,44836.0,3559.0,4347.0,105987.0,6237730.0
19395,111500.0,62972.0,14709.0,33192.0,2721.0,5504.0,122691.0,7551611.0
19396,108325.0,81134.0,32780.0,46067.0,4894.0,9682.0,120627.0,5815294.0
19397,128060.0,149903.0,88816.0,55250.0,19828.0,29684.0,98120.0,8327520.0
19398,150255.0,246258.0,159191.0,66552.0,87728.0,91068.0,205586.0,8900222.0
19399,177803.0,396883.0,227585.0,75449.0,219789.0,186492.0,230785.0,9055578.0
19400,204572.0,574286.0,293290.0,77572.0,375926.0,264237.0,220605.0,9789553.0
19401,228332.0,570199.0,351753.0,54370.0,533630.0,295234.0,244237.0,8368238.0
19402,259797.0,593906.0,440603.0,60201.0,499449.0,344556.0,347660.0,5244247.0
19403,272419.0,755260.0,465652.0,73836.0,560656.0,400666.0,474353.0,6040947.0
19404,276367.0,718924.0,492513.0,90376.0,559667.0,436562.0,559947.0,9153531.0
19405,274156.0,977321.0,509001.0,131376.0,574323.0,482218.0,639788.0,12424156.0
19406,282876.0,722852.0,526958.0,96043.0,552282.0,448584.0,449592.0,14129155.0
19407,265049.0,649489.0,535288.0,51913.0,400642.0,452471.0,224674.0,11771049.0
19408,247146.0,542591.0,459304.0,21272.0,418183.0,400661.0,98314.0,5656237.0
19409,254647.0,524376.0,397959.0,10159.0,544958.0,433651.0,40102.0,2219271.0
19410,266829.0,604611.0,345950.0,6506.0,855307.0,751346.0,21859.0,970959.0
19411,276683.0,785856.0,361636.0,4045.0,1200108.0,1145242.0,16394.0,431578.0
19412,289547.0,794606.0,244096.0,2437.0,1053868.0,863045.0,15736.0,256370.0
19413,295515.0,523144.0,95743.0,4353.0,542322.0,388669.0,17390.0,171350.0
19414,276363.0,207560.0,28521.0,7982.0,133086.0,111095.0,16225.0,200802.0
19415,231695.0,119713.0,8530.0,10897.0,35200.0,29070.0,17879.0,359214.0
19416,184416.0,119741.0,4594.0,22892.0,7419.0,10894.0,25444.0,1092764.0
19417,144015.0,83064.0,5320.0,34824.0,3130.0,5757.0,51514.0,3228995.0
19418,126538.0,82769.0,7242.0,47793.0,2114.0,4518.0,116510.0,5297249.0
19419,113206.0,102613.0,14218.0,36529.0,2223.0,4976.0,123127.0,6758137.0
19420,114652.0,103818.0,34554.0,54888.0,4567.0,11923.0,117584.0,5468844.0
19421,131129.0,200817.0,88144.0,62315.0,22872.0,33177.0,104043.0,6615139.0
19422,152648.0,379653.0,179026.0,77613.0,94003.0,97042.0,197131.0,8287652.0
19423,175818.0,742795.0,251289.0,81492.0,220461.0,238804.0,226925.0,8759059.0
19424,202835.0,619095.0,318049.0,79064.0,349646.0,256023.0,207800.0,8628804.0
19425,225241.0,1392207.0,360484.0,54032.0,421286.0,304592.0,227180.0,6992098.0
19426,253945.0,1147068.0,419460.0,62216.0,456734.0,341242.0,295604.0,4717832.0
19427,262531.0,659786.0,473660.0,67206.0,506328.0,424662.0,382359.0,5100818.0
19428,269495.0,615178.0,477701.0,92717.0,482833.0,431193.0,487872.0,7735754.0
19429,271711.0,650793.0,474689.0,90187.0,506857.0,437082.0,584106.0,11546665.0
19430,271068.0,626522.0,488024.0,86851.0,506411.0,451139.0,465583.0,13724426.0
19431,261992.0,631139.0,514242.0,49880.0,337618.0,379092.0,278674.0,11223532.0
19432,246265.0,612612.0,438549.0,23201.0,326976.0,385273.0,87176.0,5441931.0
19433,253746.0,629978.0,383923.0,9440.0,498505.0,510754.0,41951.0,2258257.0
19434,265060.0,688029.0,345065.0,5617.0,643939.0,1020363.0,25418.0,941004.0
19435,279227.0,881487.0,352983.0,3510.0,1127922.0,625040.0,16553.0,414642.0
19436,296717.0,791336.0,228220.0,2669.0,1122210.0,606885.0,16994.0,237924.0
19437,295140.0,548030.0,94533.0,6323.0,552909.0,378192.0,15171.0,168025.0
19438,271878.0,268899.0,25660.0,6237.0,130539.0,98338.0,12748.0,188553.0
19439,230771.0,117578.0,8883.0,10926.0,28169.0,28230.0,17425.0,358581.0
19440,186691.0,71868.0,5067.0,25490.0,8691.0,11972.0,24920.0,1108408.0
19441,148248.0,64093.0,5934.0,35313.0,3642.0,6848.0,47020.0,3232695.0
19442,126140.0,109374.0,7790.0,63178.0,2175.0,4558.0,118549.0,5380152.0
19443,108528.0,95984.0,14572.0,31995.0,2171.0,5245.0,126799.0,6633952.0
19444,108986.0,112796.0,35660.0,54963.0,4755.0,11547.0,117113.0,5257524.0
19445,125682.0,223884.0,87390.0,71831.0,20654.0,33493.0,100094.0,6772696.0
19446,151251.0,440491.0,167033.0,79656.0,89886.0,102436.0,192374.0,8227874.0
19447,179610.0,577851.0,244408.0,81296.0,222919.0,217827.0,206437.0,8810785.0
19448,203803.0,665708.0,297609.0,70408.0,340344.0,260778.0,178030.0,8977752.0
19449,225291.0,531590.0,355561.0,57254.0,448816.0,293352.0,216429.0,6943584.0
19450,249825.0,561432.0,393242.0,55770.0,441111.0,326239.0,270851.0,4411437.0
19451,263597.0,565687.0,459194.0,61493.0,502614.0,372255.0,432280.0,4856688.0
19452,273806.0,1141751.0,486139.0,87261.0,553707.0,431218.0,477288.0,7272710.0
19453,269732.0,1204988.0,461443.0,98234.0,543210.0,397708.0,520257.0,10416508.0
19454,266316.0,1240920.0,512521.0,88673.0,466443.0,387171.0,400166.0,12869726.0
19455,254841.0,864214.0,510782.0,49983.0,412674.0,365703.0,208084.0,10112540.0
19456,241497.0,537188.0,464372.0,20111.0,388370.0,361378.0,84728.0,5311309.0
19457,249957.0,576088.0,385278.0,8792.0,512859.0,405592.0,37207.0,2313373.0
19458,268483.0,696900.0,319543.0,4890.0,812575.0,505770.0,23560.0,925582.0
19459,278485.0,1220010.0,407778.0,3318.0,1205396.0,637005.0,18997.0,420001.0
19460,290406.0,1512971.0,313315.0,2388.0,1091471.0,599670.0,19245.0,243572.0
19461,290367.0,826773.0,94253.0,5958.0,500991.0,328185.0,25144.0,174306.0
19462,272786.0,246834.0,30421.0,6104.0,135738.0,101516.0,20797.0,200339.0
19463,244271.0,132078.0,8448.0,11059.0,27906.0,28879.0,20125.0,372827.0
19464,196824.0,75579.0,5388.0,23715.0,8960.0,15338.0,33532.0,1152970.0
19465,154846.0,61178.0,6250.0,47366.0,4011.0,8475.0,55704.0,3228478.0
19466,135776.0,56376.0,8001.0,52224.0,2463.0,5722.0,139573.0,5721960.0
19467,118532.0,57152.0,23465.0,44296.0,2535.0,5997.0,154471.0,7011618.0
19468,116782.0,82086.0,63937.0,71227.0,4797.0,12120.0,136685.0,5216758.0
19469,135222.0,150846.0,96958.0,94001.0,20115.0,37089.0,112209.0,6747293.0
19470,157572.0,242210.0,184813.0,96384.0,89727.0,111883.0,208259.0,8013890.0
19471,181453.0,387815.0,269027.0,111409.0,241280.0,226469.0,227343.0,8212225.0
19472,204442.0,599452.0,317914.0,115167.0,370854.0,273619.0,206875.0,8177212.0
19473,223292.0,1251536.0,371706.0,71029.0,515821.0,304131.0,223374.0,6750019.0
19474,247058.0,1690229.0,412912.0,85553.0,551922.0,365263.0,284458.0,4104757.0
19475,275908.0,1584391.0,492321.0,98900.0,574790.0,407556.0,355222.0,4746761.0
19476,270229.0,1364352.0,522655.0,88855.0,565267.0,433540.0,441670.0,7138864.0
19477,268276.0,1598860.0,504496.0,110981.0,582373.0,440821.0,551220.0,10215027.0
19478,265790.0,1366284.0,534202.0,89371.0,504430.0,396140.0,475309.0,12102800.0
19479,250588.0,611796.0,513758.0,55075.0,382572.0,335259.0,309398.0,10295562.0
19480,235148.0,559434.0,721984.0,23044.0,429213.0,355350.0,122864.0,5350660.0
19481,236254.0,561426.0,362224.0,9999.0,567784.0,397907.0,51411.0,2275074.0
19482,253403.0,756694.0,462497.0,4813.0,1168462.0,550501.0,31233.0,999858.0
19483,274720.0,819453.0,395105.0,3036.0,1916906.0,864548.0,24137.0,490633.0
19484,284680.0,679729.0,259759.0,2711.0,1514810.0,801965.0,19368.0,266807.0
19485,275148.0,421572.0,121013.0,5726.0,832000.0,375697.0,20575.0,184140.0
19486,273243.0,254886.0,33530.0,7994.0,182365.0,119434.0,14656.0,206590.0
19487,236984.0,113776.0,21092.0,12559.0,37400.0,31558.0,21770.0,432696.0
19488,192612.0,98230.0,5968.0,24085.0,13848.0,11065.0,45015.0,1253534.0
19489,153375.0,59662.0,6545.0,38087.0,3873.0,5792.0,58507.0,3513395.0
19490,130194.0,59199.0,9361.0,44149.0,2342.0,5244.0,109605.0,5808036.0
19491,113367.0,56571.0,18779.0,35793.0,2297.0,5009.0,128395.0,6701323.0
19492,103429.0,89476.0,39776.0,58344.0,5291.0,10631.0,108690.0,5203234.0
19493,108437.0,162938.0,100902.0,69026.0,24584.0,35205.0,86708.0,6560760.0
19494,127093.0,263606.0,180765.0,78108.0,106576.0,115433.0,157996.0,7775830.0
19495,154270.0,449526.0,442057.0,76449.0,263058.0,241161.0,166207.0,8159280.0
19496,178669.0,616245.0,402213.0,65846.0,380366.0,315525.0,135425.0,8578639.0
19497,194162.0,670985.0,353970.0,43498.0,454859.0,349668.0,119232.0,6877071.0
19498,227179.0,700367.0,397495.0,41433.0,440720.0,399494.0,135467.0,4113241.0
19499,265360.0,825545.0,435856.0,45181.0,459372.0,404123.0,147843.0,4074003.0
19500,274969.0,832147.0,470703.0,54300.0,461249.0,433088.0,177038.0,5947539.0
19501,276201.0,861535.0,486997.0,63134.0,474231.0,469970.0,253271.0,9129484.0
19502,276589.0,867154.0,541990.0,49163.0,453221.0,432867.0,248196.0,11130348.0
19503,265175.0,771932.0,546111.0,38858.0,372973.0,437719.0,153763.0,10220355.0
19504,253571.0,684624.0,420971.0,20335.0,366655.0,423607.0,90811.0,6302246.0
19505,257385.0,663023.0,322393.0,8981.0,489123.0,450355.0,42041.0,2910361.0
19506,262550.0,802072.0,278913.0,4385.0,758283.0,657356.0,22359.0,1122446.0
19507,285402.0,839580.0,285670.0,3072.0,1137253.0,732482.0,17301.0,499869.0
19508,295659.0,782126.0,210974.0,2269.0,1212982.0,678144.0,16889.0,256969.0
19509,301169.0,580399.0,89462.0,5528.0,693603.0,404867.0,16696.0,193431.0
19510,285260.0,327822.0,29626.0,4693.0,246488.0,152956.0,14030.0,195693.0
19511,244518.0,173707.0,9879.0,7292.0,62328.0,41857.0,14060.0,360017.0
19512,203250.0,132953.0,6619.0,14275.0,17291.0,14830.0,24495.0,785744.0
19513,155379.0,92884.0,6710.0,23686.0,8909.0,8389.0,40547.0,1687877.0
19514,132374.0,72810.0,8520.0,28182.0,5126.0,5931.0,63120.0,3237454.0
19515,114648.0,73579.0,14130.0,35285.0,4024.0,5987.0,94091.0,4251017.0
19516,106005.0,56866.0,30066.0,37756.0,3794.0,8883.0,107319.0,4238024.0
19517,113714.0,75405.0,65053.0,41503.0,12614.0,24620.0,111261.0,5075775.0
19518,131668.0,133095.0,124633.0,44861.0,55855.0,84747.0,140081.0,5106487.0
19519,157311.0,265486.0,176533.0,46833.0,156134.0,174923.0,170184.0,5194651.0
19520,190258.0,277030.0,240357.0,40662.0,248047.0,390780.0,177931.0,5136198.0
19521,209045.0,346980.0,299376.0,42793.0,327330.0,287493.0,165294.0,4395694.0
19522,241515.0,647163.0,324936.0,74511.0,342963.0,278042.0,154201.0,3835520.0
19523,272611.0,790091.0,363259.0,50260.0,362344.0,294003.0,155804.0,4398849.0
19524,274032.0,465952.0,475416.0,63032.0,374703.0,290449.0,226664.0,6525623.0
19525,270738.0,486177.0,594228.0,66757.0,399966.0,326057.0,253868.0,9627515.0
19526,267574.0,458140.0,522467.0,61401.0,499079.0,369357.0,266026.0,11811312.0
19527,261955.0,489989.0,512359.0,44872.0,487051.0,385742.0,211176.0,12305298.0
19528,245796.0,543642.0,461150.0,23885.0,475972.0,353851.0,104932.0,7755775.0
19529,254134.0,579563.0,410054.0,12187.0,642221.0,386170.0,60383.0,3645225.0
19530,271625.0,587040.0,426921.0,5438.0,1015623.0,569572.0,36302.0,1472107.0
19531,285295.0,585240.0,341727.0,3084.0,1548002.0,655554.0,27753.0,584253.0
19532,299883.0,691728.0,282830.0,2937.0,1443686.0,669124.0,22947.0,278528.0
19533,302713.0,525694.0,159701.0,4151.0,846383.0,429827.0,17428.0,190474.0
19534,283904.0,224755.0,55847.0,8425.0,261136.0,151832.0,14024.0,187873.0
